id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
2593,34歳,Self Enquiry,2,16分,Small Business,male,3.0,4.0,Basic,5.0,年に7回,0,4,Executive,311385.0,未婚 自家用車なし 子供2人,0
2594,39歳,Company Invited,3,6分,Salaried,Fe Male,3.0,4.0,standard,4.0,2,0,3,Senior Manager,501630.0,"未婚,自家用車なし,こども2人",0
2595,35歳,Self Enquiry,3,15分,Salaried,fe male,3.0,4.0,standard,4.0,2,0,3,Senior Manager,月収40.0万円,離婚済み 車未所持 2児,0
2596,30代,Self Enquiry,2,15分,Salaried,fe male,3.0,4.0,Standard,4.0,5,0,4,Senior Manager,414870.0,結婚済み／車所持/こども2人,0
2597,30歳,Company Invited,2,540秒,Salaried,Female,1.0,300.0,basic,4.0,5,0,2,Executive,257085.0,離婚済み 自動車未所有 子供無し,1
2598,47歳,Company Invited,2,12分,Small Business,male,3.0,4.0,Standard,4.0,3,1,3,Senior Manager,381495.0,"結婚済み,車所持,2児",0
2599,40代,Company Invited,2,14分,Salaried,Female,3.0,3.0,Deluxe,3.0,年に3回,0,3,Manager,317145.0,結婚済み、乗用車なし、無子,0
2600,53歳,Self Enquiry,1,9分,Large Business,Male,3.0,4.0,Basic,3.0,5,0,4,Executive,255735.0,離婚済み 車所持 子供有り 1人,0
2601,37際,Self Enquiry,1,14分,Small Business,Male,3.0,4.0,Basic,3.0,2,0,3,Executive,272640.0,離婚済み　車なし　子供1人,1
2602,24際,Self Enquiry,1,15分,Small Business,Male,3.0,4.0,Basic,3.0,年に3回,0,4,Executive,305625.0,離婚済み	車所持	子供無し,0
2603,38歳,Company Invited,1,,Small Business,FEMALE,3.0,3.0,Deluxe,3.0,3,0,4,Manager,303090.0,"離婚済み
車未所持
子供なし",0
2604,23歳,Self Enquiry,2,16分,Small Business,MALE,3.0,4.0,super deluxe,4.0,2,0,3,AVP,396300.0,独身、車未所持、こども2人,0
2605,20歳,Self Enquiry,3,660秒,Small Business,male,2.0,3.0,Basic,4.0,2,0,3,Executive,253920.0,離婚済み、車所持、子供なし,0
2606,29歳,Company Invited,2,840秒,Small Business,Male,2.0,3.0,Basic,3.0,2,0,3,Executive,248595.0,離婚済み、自家用車なし、子供1人,1
2607,26歳,Company Invited,3,15分,Small Business,Female,2.0,3.0,Basic,3.0,7,0,4,Executive,314805.0,未婚、車保有なし、こども1人,0
2608,33歳,Self Enquiry,2,,Small Business,female,2.0,,Deluxe,3.0,3,0,4,Manager,296745.0,結婚済み、車未所持、子供無し,0
2609,33歳,Self Enquiry,2,16分,Small Business,male,2.0,1.0,BASIC,4.0,2,0,3,Executive,252015.0,離婚済み、車未所持、子供なし,0
2610,40歳,Self Enquiry,3,660秒,Salaried,male,3.0,3.0,Super Deluxe,5.0,2,0,4,AVP,月収50.0万円,結婚済み 車所持 不明,0
2611,,Company Invited,1,900秒,Small Business,female,3.0,3.0,Basic,3.0,2,0,4,Executive,,離婚済み 車所持 子供1人,1
2612,39歳,Company Invited,1,33分,Small Business,Ｍａｌｅ,3.0,5.0,King,5.0,3,0,4,Executive,529395.0,結婚済み、自家用車なし、子供2人,0
2613,34歳,Company Invited,2,15分,Salaried,Male,2.0,2.0,standard,3.0,2,0,3,Senior Manager,381990.0,未婚、自動車所有、子供無し,0
2614,45歳,Self Enquiry,2,14分,Salaried,Male,2.0,3.0,Basic,3.0,1,0,4,Executive,256965.0,"結婚済み,車未所持,子供1人",0
2615,31才,Self Enquiry,2,15分,Salaried,Female,2.0,1.0,Standard,3.0,3,0,3,Senior Manager,月収38.0万円,結婚済み、自動車所有、子供なし,0
2616,30際,Self Enquiry,2,8分,Salaried,Male,2.0,3.0,Deluxe,3.0,1,0,4,Manager,253485.0,"結婚済み,自動車未所有,子供無し",0
2617,49歳,Self Enquiry,2,2040秒,Salaried,male,2.0,2.0,Deluxe,3.0,3,0,3,Manager,335730.0,未婚　車未所持　こども1人,0
2618,四十八歳,Self Enquiry,1,31分,Salaried,Male,3.0,4.0,super deluxe,4.0,5,0,3,AVP,月収50.0万円,未婚、自家用車なし、子供2人,0
2619,54歳,Self Enquiry,1,540秒,Salaried,male,3.0,4.0,Standard,4.0,5,0,5,Senior Manager,364665.0,結婚済み、車所持、こども2人,1
2620,28歳,Self Enquiry,1,16分,Small Business,Female,2.0,2.0,Basic,3.0,2,0,3,Executive,318510.0,結婚済み 車所持 子供ゼロ,0
2621,47際,Company Invited,1,,Small Business,MALE,2.0,3.0,Deluxe,3.0,年に1回,0,4,Manager,月収30.0万円,結婚済み 車所持 こども1人,0
2622,37歳,Self Enquiry,1,780秒,Small Business,female,2.0,,Deluxe,3.0,1,0,4,Manager,302130.0,結婚済み	車所持	こども1人,0
2623,44歳,Self Enquiry,1,23分,Large Business,male,2.0,2.0,Basic,4.0,7,0,4,Executive,315315.0,離婚済み 車未所持 1児,0
2624,41歳,Self Enquiry,1,1620秒,Small Business,Male,2.0,3.0,Deluxe,3.0,年に1回,0,5,Manager,303435.0,結婚済み	自動車所有	こども1人,0
2625,42歳,Self Enquiry,1,,Small Business,Female,2.0,3.0,Deluxe,3.0,5,0,4,Manager,295815.0,離婚済み、車所持、子供1人,0
2626,36歳,Self Enquiry,1,15分,Salaried,Female,2.0,1.0,Basic,3.0,5,0,3,Executive,266310.0,結婚済み、自家用車あり、子供1人,0
2627,３１歳,Company Invited,1,2040秒,Salaried,Female,2.0,3.0,Basic,3.0,4,0,4,Executive,241905.0,離婚済み、車なし、子供なし,0
2628,46歳,Self Enquiry,1,540秒,Small Business,Male,3.0,4.0,Basic,3.0,4,0,3,Executivе,473160.0,結婚済み	自家用車あり	1児,0
2629,,Self Enquiry,2,1020秒,Salaried,male,2.0,5.0,Basic,4.0,年に3回,0,2,Executive,261675.0,独身/車未所持/子供1人,1
2630,51才,Self Enquiry,2,7分,Small Business,Female,2.0,5.0,standard,4.0,2,0,1,Senior Manager,358620.0,結婚済み、乗用車所持、子供1人,1
2631,51際,Self Enquiry,2,480秒,Small Business,Male,2.0,5.0,standard,4.0,2,0,1,Senior Manager,月収39.0万円,結婚済み、自家用車なし、子供1人,0
2632,34際,Self Enquiry,2,22分,Small Business,male,2.0,5.0,standard,4.0,2,0,1,Senior Manager,456675.0,離婚済み、車所持、こども1人,0
2633,29歳,Self Enquiry,2,10分,Small Business,Male,2.0,5.0,standard,4.0,1,0,2,Senior Manager,402900.0,離婚済み 自動車所有 子供有り(1人),0
2634,50代,Self Enquiry,3,14分,Large Business,Female,3.0,5.0,Standard,4.0,2,0,1,Senior Manager,332850.0,結婚済み、車所持、こども2人,0
2635,42歳,Self Enquiry,2,9分,Salaried,Female,2.0,5.0,Standard,4.0,2,0,1,Senior Manager,464310.0,結婚済み　自動車未所有　子供有り 1人,0
2636,30代,Self Enquiry,3,720秒,Salaried,Male,3.0,5.0,Standard,4.0,2,0,2,Senior Manager,393990.0,結婚済み、自家用車あり、こども2人,0
2637,32歳,Self Enquiry,2,720秒,Large Business,Male,3.0,5.0,Standard,4.0,2,1,2,Տenior Manager,415770.0,未婚 自動車未所有 こども2人,0
2638,30代,,1,13分,Large Business,female,2.0,5.0,BASIC,4.0,2,0,2,Executive,317760.0,離婚済み 車未所持 子供1人,0
2639,34歳,Self Enquiry,1,10分,Salaried,Male,2.0,5.0,Basic,4.0,7,0,1,Executive,322275.0,"離婚済み,乗用車所持,子供有り 1人",0
2640,20代,Company Invited,1,18分,Large Business,Female,3.0,5.0,Basic,4.0,3,0,2,Executive,月収29.0万円,離婚済み、自動車所有、子供2人,0
2641,30代,Self Enquiry,1,9分,Large Business,Male,3.0,5.0,Basic,5.0,7,0,2,Executive,325815.0,離婚済み、自動車未所有、子供2人,1
2642,二十歳,Self Enquiry,1,16分,Salaried,Male,2.0,5.0,Basic,5.0,2,0,1,Executive,258885.0,結婚済み、車あり、子供1人,0
2643,,Self Enquiry,2,15分,Large Business,male,3.0,4.0,Basic,4.0,年に2回,0,2,Executive,月収28.0万円,結婚済み、自動車未所有、子供1人,0
2644,39歳,Company Invited,2,10分,Salaried,Male,3.0,3.0,deluxe,3.0,年に7回,0,2,Manager,271110.0,未婚、車所持、子供1人,0
2645,21際,Self Enquiry,3,1860秒,Small Business,male,3.0,4.0,basic,3.0,3,0,2,Manager,月収30.0万円,独身 自家用車なし 子供1人,0
2646,60代,Company Invited,3,13分,Salaried,female,3.0,4.0,basic,4.0,7,0,2,Executive,月収36.0万円,離婚済み、車未所持、子供2人,0
2647,34歳,Self Enquiry,2,16分,Salaried,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,310110.0,離婚済み、自家用車なし、こども1人,0
2648,34際,Company Invited,2,540秒,Small Business,female,3.0,4.0,Standard,3.0,3,0,1,Senior Manager,367950.0,未婚、自家用車なし、子供1人,0
2649,49歳,Self Enquiry,2,9分,Small Business,male,3.0,4.0,Deluxe,3.0,5,0,1,Manager,336570.0,離婚済み、車未所持、子供1人,0
2650,28歳,Self Enquiry,2,7分,Small Business,Ｍａｌｅ,3.0,3.0,Basic,3.0,2,0,2,Executive,348360.0,結婚済み、車未所持、子供1人,0
2651,36歳,Self Enquiry,2,23分,Salaried,Ｍａｌｅ,3.0,3.0,Deluxe,3.0,2,0,2,Manager,316740.0,結婚済み 自動車未所有　子供1人,0
2652,30歳,Self Enquiry,2,900秒,Salaried,Female,3.0,3.0,Deluxe,3.0,3,0,1,Manager,340740.0,離婚済み	車未所持	こども1人,0
2653,34歳,Self Enquiry,2,,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,303885.0,結婚済み 車なし こども1人,0
2654,31歳,Self Enquiry,3,21分,Salaried,fe male,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,月収40.0万円,未婚／車未所持／子供2人,0
2655,43歳,Company Invited,2,660秒,Small Business,male,3.0,3.0,Basic,3.0,2,0,2,Executive,月収26.0万円,結婚済み、車未所持、こども1人,0
2656,37歳,Self Enquiry,2,10分,Salaried,Female,3.0,3.0,Standard,3.0,2,0,2,Senior Manager,月収40.0万円,"結婚済み,自家用車あり,こども1人",0
2657,34歳,Company Invited,3,34分,Salaried,Ｆｅ　Ｍａｌｅ,3.0,3.0,DELUXE,3.0,3,0,2,Manager,321210.0,未婚/自動車所有/子供1人,0
2658,43歳,Self Enquiry,2,30分,Small Business,Female,3.0,2.0,DELUXE,3.0,5,0,2,Manager,351375.0,"離婚済み、自動車未所有,こども1人",0
2659,三十二歳,Company Invited,3,14分,Small Business,Male,3.0,2.0,Deluxe,3.0,2,0,1,Manager,月収37.0万円,離婚済み/自動車未所有／子供2人,0
2660,32歳,Company Invited,2,7分,Salaried,Ｍａｌｅ,3.0,1.0,Basic,3.0,2,0,2,Executive,254505.0,結婚済み／自動車所有／子供1人,0
2661,38歳,Company Invited,3,,Large Business,FEMALE,3.0,2.0,Deluxe,3.0,3,0,2,Manager,341295.0,"独身,車所持,子供1人",0
2662,30代,Self Enquiry,2,27分,Salaried,Male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,353940.0,結婚済み、自動車未所有、子供1人,0
2663,32歳,Self Enquiry,2,20分,Small Business,Male,3.0,3.0,Standard,3.0,年に1回,1,2,Senior Manager,342390.0,結婚済み、車所持、こども1人,0
2664,50代,Self Enquiry,3,9分,Large Business,Male,3.0,4.0,Basic,3.0,5,1,1,Executive,310155.0,離婚済み、車未所持、子供2人,0
2665,３９歳,Self Enquiry,1,360秒,Salaried,Male,3.0,3.0,Standard,3.0,年に2回,0,2,Senior Manager,337455.0,結婚済み	車所持	子供2人,0
2666,５３歳,Self Enquiry,1,7分,Salaried,Male,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,月収39.0万円,結婚済み 自家用車あり　子供2人,0
2667,３０歳,Self Enquiry,1,5分,Salaried,FEMALE,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,364830.0,"結婚済み,車未所持,子供有り 1人",0
2668,35歳,Self Enquiry,1,1320秒,Salaried,Male,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,月収30.0万円,離婚済み　自家用車あり　子供2人,0
2669,54歳,Self Enquiry,1,8分,Large Business,Male,3.0,4.0,Basic,3.0,2,0,1,Executive,361800.0,結婚済み 自動車所有 子供1人,0
2670,41歳,Self Enquiry,1,7分,Salaried,MALE,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,352335.0,結婚済み、車未所持、子供1人,1
2671,38歳,Company Invited,1,1500秒,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,325725.0,"独身,自動車未所有,子供有り 1人",0
2672,４２歳,Self Enquiry,1,30分,Salaried,Male,3.0,3.0,Deluxe,3.0,年に3回,0,2,Manager,309030.0,結婚済み/自動車未所有/こども1人,0
2673,41才,Self Enquiry,1,33分,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,429660.0,離婚済み、車未所持、子供1人,0
2674,32歳,Company Invited,1,15分,Small Business,FEMALE,3.0,4.0,Basic,3.0,2,0,1,Executive,263040.0,離婚済み/車所持/子供1人,0
2675,42歳,Self Enquiry,2,8分,Salaried,Male,3.0,1.0,Deluxe,3.0,3,1,1,Manager,357600.0,離婚済み 自動車未所有　こども1人,0
2676,52歳,Self Enquiry,2,480秒,Large Business,Male,4.0,4.0,Standard,4.0,5,0,3,Senior Manager,532950.0,未婚、自家用車あり、こども3人,0
2677,31歳,Self Enquiry,1,8分,Large Business,Female,3.0,3.0,Basic,3.0,5,1,2,Executive,260475.0,離婚済み／乗用車所持／こども1人,1
2678,43才,Self Enquiry,2,36分,Small Business,Male,3.0,4.0,Deluxe,3.0,5,0,5,Manager,379440.0,"結婚済み,車未所持,2児",0
2679,48歳,Self Enquiry,1,8分,Small Business,Male,3.0,2.0,Basic,3.0,7,0,2,Executive,月収30.0万円,未婚 自家用車なし 2児,1
2680,45歳,Self Enquiry,1,30分,Small Business,Male,3.0,3.0,super deluxe,3.0,3,0,1,AVP,498405.0,結婚済み 車未所持 こども1人,0
2681,52歳,Self Enquiry,2,23分,Salaried,Female,3.0,3.0,Deluxe,3.0,2,0,4,Manager,月収30.0万円,結婚済み/自動車未所有/こども2人,0
2682,,Self Enquiry,2,20分,Salaried,female,3.0,300.0,Basic,3.0,6,0,4,Executive,,離婚済み 車未所持 子供2人,0
2683,33歳,Self Enquiry,2,33分,Salaried,Male,4.0,3.0,Deluxe,3.0,5,0,3,Manager,355680.0,結婚済み、自動車未所有、子供3人,0
2684,42歳,Self Enquiry,2,25分,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,343185.0,離婚済み 車未所持 こども2人,0
2685,39歳,Self Enquiry,1,8分,Small Business,Female,4.0,4.0,Basic,4.0,7,0,4,Executive,341970.0,結婚済み	車未所持	子供3人,0
2686,31歳,Company Invited,1,16分,Small Business,FEMALE,4.0,4.0,Basic,3.0,3,0,3,Executive,340170.0,"結婚済み,車未所持,子供3人",1
2687,33歳,Self Enquiry,1,14分,Small Business,female,3.0,2.0,Basic,3.0,3,0,4,Executive,304440.0,離婚済み/車所持/子供2人,0
2688,29歳,Company Invited,1,11分,Small Business,Male,3.0,1.0,Basic,3.0,3,0,3,Executive,月収30.0万円,結婚済み、車所持、2児,0
2689,35歳,Company Invited,1,22分,Small Business,female,3.0,2.0,Basic,3.0,2,0,4,Executive,月収27.0万円,結婚済み　車所持　こども2人,0
2690,38歳,Self Enquiry,1,32分,Salaried,Male,3.0,4.0,deluxe,3.0,年に5回,0,4,Manager,374265.0,"離婚済み,車所持,子供有り(2人)",0
2691,27歳,Company Invited,2,15分,Small Business,male,3.0,5.0,Standard,4.0,年に2回,0,3,Senior Manager,426315.0,未婚、車所持、子供有り 2人,0
2692,37才,Self Enquiry,2,25分,Small Business,male,3.0,5.0,DELUXE,4.0,2,0,5,Manager,372495.0,離婚済み　車所持 子供有り 2人,0
2693,34歳,Self Enquiry,2,17分,Small Business,Female,3.0,5.0,deluxe,5.0,3,0,5,Manager,300435.0,離婚済み 車所持 子供2人,0
2694,28歳,Self Enquiry,2,16分,Salaried,Female,3.0,5.0,Standard,4.0,2,0,4,Senior Manager,396570.0,離婚済み／車所持/子供2人,0
2695,37才,Self Enquiry,2,34分,Small Business,Male,3.0,3.0,deluxe,3.0,4,0,4,Μanager,330480.0,結婚済み、車未所持、子供有り 1人,0
2696,,Self Enquiry,3,900秒,Small Business,ｆｅｍａｌｅ,3.0,3.0,Basic,3.0,6,0,4,Executive,,結婚済み　車未所持　子供1人,1
2697,41歳,Self Enquiry,2,7分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,273990.0,結婚済み 自動車所有 こども1人,0
2698,42歳,Self Enquiry,3,480秒,Salaried,male,3.0,3.0,Deluxe,3.0,1,0,4,Manager,266190.0,結婚済み、車所持、子供1人,0
2699,23歳,Self Enquiry,2,8分,Large Business,Ｍａｌｅ,3.0,3.0,Basic,3.0,1,1,5,Executive,263280.0,"独身、乗用車所持,子供1人",1
2700,34才,Company Invited,2,13分,Small Business,Female,3.0,6.0,basic,4.0,3,0,3,Executive,月収31.0万円,独身	車保有なし	子供2人,0
2701,五十歳,Self Enquiry,1,8分,Large Business,male,3.0,400.0,Basic,3.0,5,0,5,Executive,月収38.0万円,結婚済み、車所持、子供2人,0
2702,50代,Self Enquiry,3,34分,Small Business,Female,4.0,3.0,Deluxe,4.0,年に4回,0,1,Manager,月収30.0万円,離婚済み、車なし、こども1人,0
2703,56歳,Self Enquiry,1,7分,Salaried,MALE,3.0,4.0,Basic,3.0,5,0,4,Executive,314745.0,結婚済み 車未所持 子供1人,0
2704,20代,Self Enquiry,1,13分,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Basic,3.0,5,0,4,Executive,317610.0,独身 自家用車あり 子供1人,0
2705,18際,Self Enquiry,1,16分,Salaried,Male,3.0,4.0,Super ᗞeluxe,3.0,2,0,3,AVP,月収41.0万円,結婚済み、自動車未所有、子供2人,0
2706,40歳,Company Invited,2,32分,Small Business,MALE,4.0,,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み/車未所持/子供1人,0
2707,34歳,Company Invited,1,8分,Small Business,Male,3.0,3.0,king,3.0,1,0,3,VP,442545.0,独身	自家用車なし	こども2人,0
2708,四十六歳,Self Enquiry,3,720秒,Large Business,Ｍａｌｅ,3.0,2.0,Deluxe,3.0,3,0,4,Manager,月収40.0万円,"離婚済み,車なし,子供1人",0
2709,51歳,Self Enquiry,2,7分,Salaried,FEMALE,3.0,6.0,super deluxe,5.0,6,0,3,AVP,572025.0,離婚済み、車所持、子供有り 2人,0
2710,53才,Self Enquiry,1,420秒,Large Business,Male,3.0,3.0,King,3.0,1,0,5,VP,559950.0,結婚済み 自動車所有 こども1人,0
2711,37歳,Company Invited,1,15分,Small Business,Female,3.0,4.0,Basic,3.0,2,0,2,Executive,268650.0,独身 車所持 子供なし,0
2712,59歳,Self Enquiry,1,14分,Salaried,Male,3.0,3.0,King,3.0,5,0,5,VP,572460.0,未婚、乗用車所持、子供1人,0
2713,34歳,Company Invited,1,18分,Salaried,ｍａｌｅ,3.0,3.0,Basic,3.0,3,0,4,Executive,490935.0,結婚済み/車未所持/子供2人,0
2714,38歳,Self Enquiry,1,9分,Large Business,MALE,4.0,4.0,basic,3.0,年に5回,0,2,Executive,328020.0,離婚済み、車所持、子供2人,1
2715,37際,Self Enquiry,1,11分,Salaried,Male,4.0,2.0,Basic,3.0,3,0,1,Executive,月収30.0万円,結婚済み 自動車未所有 こども1人,0
2716,22歳,Self Enquiry,1,7分,Salaried,Ｆｅｍａｌｅ,4.0,4.0,BASIC,3.0,3,0,2,Exеcutivе,307920.0,独身 自動車未所有 子供1人,0
2717,40代,Self Enquiry,2,10分,Small Business,male,3.0,3.0,Deluxe,3.0,2,0,3,Μanager,345210.0,離婚済み、車未所持、子供1人,0
2718,46歳,Company Invited,1,7分,Small Business,Male,4.0,4.0,Basic,3.0,2,0,2,Executive,月収31.0万円,結婚済み　自動車未所有　こども3人,0
2719,28歳,Self Enquiry,1,15分,Salaried,male,3.0,4.0,Basic,3.0,3,0,4,Executive,328275.0,結婚済み／車未所持／子供2人,0
2720,三十歳,Self Enquiry,1,9分,Salaried,male,4.0,2.0,BASIC,3.0,5,0,2,Executive,392325.0,結婚済み、車所持、2児,0
2721,54歳,Self Enquiry,2,8分,Small Business,ＦＥＭＡＬＥ,3.0,4.0,Basic,3.0,5,0,3,Executive,277815.0,結婚済み、車未所持、子供1人,0
2722,３８歳,Self Enquiry,2,17分,Small Business,Female,3.0,4.0,Basic,3.0,2,0,3,Executive,262425.0,"離婚済み、自家用車なし,子供1人",0
2723,48歳,Self Enquiry,1,10分,Large Business,Male,4.0,4.0,Standard,3.0,2,0,2,Executive,538785.0,結婚済み、車保有、こども3人,0
2724,,Company Invited,3,11分,Salaried,Male,3.0,3.0,Deluxe,3.0,年に2回,0,4,Manager,363225.0,離婚済み／自動車所有／子供無し,0
2725,４５歳,Self Enquiry,3,7分,Salaried,Female,3.0,3.0,Deluxe,3.0,3,0,5,Executive,月収32.0万円,離婚済み、自家用車あり、子供1人,0
2726,43歳,Self Enquiry,2,15分,Salaried,male,3.0,4.0,KING,3.0,5,0,3,VP,375795.0,結婚済み、車所持、子供1人,0
2727,27歳,Company Invited,2,14分,Salaried,male,3.0,3.0,Deluxe,3.0,2,0,4,Manager,月収33.0万円,結婚済み 車所持 子供なし,0
2728,31歳,Self Enquiry,2,480秒,Small Business,MALE,3.0,3.0,Standard,4.0,2,1,3,Senior Manager,405405.0,"結婚済み,車未所持,子供1人",1
2729,39歳,Self Enquiry,2,10分,Small Business,Male,3.0,2.0,Deluxe,3.0,3,0,3,Manager,月収30.0万円,未婚 自動車未所有 1児,0
2730,34歳,Self Enquiry,2,480秒,Small Business,female,3.0,,Deluxe,3.0,1,0,3,Manager,310755.0,結婚済み 車所持 子供無し,0
2731,五十歳,Self Enquiry,1,600秒,Small Business,ＭＡＬＥ,3.0,4.0,KING,4.0,,0,3,AVP,575325.0,独身、車所持、子供の数不明,0
2732,40代,Self Enquiry,1,420秒,Small Business,Male,3.0,4.0,King,5.0,2,0,4,VP,573285.0,離婚済み、車所持、わからない,0
2733,３２歳,Self Enquiry,2,26分,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,3,Manager,月収33.0万円,結婚済み、自動車所有、子供1人,0
2734,31歳,Self Enquiry,2,12分,Salaried,Male,3.0,2.0,Deluxe,3.0,2,0,4,Manager,333030.0,未婚 乗用車なし　子供1人,0
2735,35歳,Self Enquiry,1,10分,Large Business,female,3.0,4.0,Basic,3.0,2,0,3,Executive,月収27.0万円,結婚済み／車未所持/こども1人,0
2736,３４才,Self Enquiry,1,6分,Small Business,MALE,3.0,3.0,Basic,3.0,2,0,4,Executive,,離婚済み 車所持 無子,0
2737,４７歳,Self Enquiry,1,7分,Salaried,ＭＡＬＥ,2.0,5.0,King,5.0,5,0,5,VP,522105.0,結婚済み 車所持 子供の数不明,0
2738,51歳,Self Enquiry,2,13分,Salaried,Male,3.0,3.0,standard,4.0,5,0,2,Senior Manager,331155.0,結婚済み、自動車所有、子供2人,0
2739,30歳,Company Invited,2,7分,Small Business,Female,3.0,3.0,Deluxe,4.0,4,0,2,Manager,315585.0,独身、車所持、こども2人,0
2740,四十四歳,Self Enquiry,2,29分,Small Business,Female,3.0,3.0,Deluxe,5.0,3,0,2,Manager,376665.0,結婚済み 車所持 こども2人,0
2741,31才,Self Enquiry,1,900秒,Salaried,female,4.0,4.0,Kıոg,3.0,5,0,4,VP,月収33.0万円,結婚済み、車未所持、子供1人,0
2742,26才,Company Invited,2,18分,Small Business,male,3.0,4.0,Standard,4.0,年に2回,0,3,Senior Manager,473385.0,結婚済み 自動車未所有 子供2人,0
2743,20代,Self Enquiry,2,10分,Small Business,MALE,2.0,4.0,DELUXE,4.0,2,0,4,Manager,月収30.0万円,結婚済み、車所持、子供1人,0
2744,30代,Company Invited,2,10分,Small Business,Female,2.0,4.0,Basic,5.0,3,0,3,Executive,315360.0,離婚済み　自家用車なし　子供1人,0
2745,２５歳,Self Enquiry,2,1080秒,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,5.0,3,0,3,Manager,330600.0,離婚済み、車未所持、子供1人,0
2746,45歳,Self Enquiry,2,17分,Large Business,MALE,3.0,4.0,Deluxe,5.0,5,0,3,Manager,月収40.0万円,離婚済み 車未所持 こども2人,0
2747,38歳,Company Invited,2,9分,Small Business,male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,364935.0,結婚済み 車未所持 子供1人,0
2748,43歳,Self Enquiry,2,14分,Small Business,Male,2.0,4.0,𝙳eluxe,5.0,年に2回,0,4,Manager,月収30.0万円,未婚／自動車未所有/子供1人,0
2749,２２歳,Self Enquiry,1,9分,Large Business,male,3.0,1.0,Basic,3.0,3,0,4,Executive,264780.0,独身/車未所持/子供1人,1
2750,34歳,Self Enquiry,1,14分,Small Business,Ｍａｌｅ,3.0,3.0,Basic,3.0,2,0,4,Executive,267450.0,結婚済み 車保有なし 子供1人,0
2751,23歳,Self Enquiry,2,18分,Small Business,male,4.0,4.0,Basic,3.0,3,0,4,Executive,318030.0,結婚済み	車未所持	こども2人,0
2752,52歳,Self Enquiry,3,17分,Salaried,male,3.0,4.0,STANDARD,4.0,6,0,4,Senior Manager,360060.0,独身 車あり 子供2人,0
2753,３９歳,Self Enquiry,2,12分,Salaried,Male,3.0,5.0,Deluxe,4.0,年に7回,0,4,Manager,344175.0,離婚済み 自動車未所有 子供2人,0
2754,四十二歳,Company Invited,2,840秒,Salaried,fe male,3.0,4.0,Standard,4.0,1,0,3,Senior Manager,370260.0,未婚	車所持	こども2人,0
2755,44歳,Company Invited,2,480秒,Salaried,Fe Male,3.0,4.0,standard,4.0,年に2回,0,3,Senior Manager,418530.0,結婚済み	自家用車あり	こども2人,0
2756,36歳,Self Enquiry,2,840秒,Salaried,Male,3.0,4.0,Deluxe,4.0,半年に1回,0,3,Manager,423645.0,未婚 車未所持 こども2人,0
2757,34歳,Self Enquiry,3,11分,Salaried,female,3.0,5.0,Standard,4.0,1,0,4,Senior Manager,425955.0,結婚済み 自家用車あり 子供2人,0
2758,36際,Self Enquiry,3,16分,Salaried,Ｍａｌｅ,2.0,4.0,Standard,4.0,半年に1回,0,3,Senior Manager,408780.0,未婚 乗用車なし 子供1人,0
2759,43際,Self Enquiry,2,10分,Salaried,FEMALE,3.0,4.0,Standard,4.0,4,0,3,Senior Manager,433320.0,"離婚済み、車所持,子供2人",0
2760,29歳,Self Enquiry,2,11分,Salaried,Male,3.0,4.0,Deluxe,4.0,年に5回,0,3,Manager,月収36.0万円,未婚、自動車未所有、子供有り 2人,0
2761,42歳,Self Enquiry,1,15分,Salaried,Female,3.0,3.0,Basic,3.0,5,1,3,Executive,266685.0,結婚済み/車保有なし/子供1人,0
2762,36才,Company Invited,1,600秒,Salaried,Male,3.0,4.0,Basic,3.0,年に4回,1,3,Executive,269925.0,離婚済み、車未所持、子供1人,1
2763,43歳,Self Enquiry,2,8分,Small Business,Fe Male,2.0,4.0,Deluxe,4.0,3,1,3,Manager,374415.0,未婚、自動車所有、子供有り 1人,1
2764,32歳,Self Enquiry,2,13分,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,1,1,3,Senior Manager,267045.0,未婚、自動車未所有、子供1人,0
2765,48歳,Self Enquiry,1,420秒,Small Business,male,3.0,3.0,Basic,4.0,4,0,2,Executive,507720.0,離婚済み 車未所持 子供2人,0
